Concentration,R,G,B
0.078,182.67850556558483,159.02899447335827,109.17620474352891
0.08,191.93203405124876,174.25107660468785,109.7417153143839
0.082,180.74437071711458,175.08891822256706,96.6532511649618
0.084,188.01357851884282,175.7583023680541,98.86930441986972
0.08600000000000001,194.3618456788551,168.30392276839135,97.74468831564788
0.088,181.1931110081224,172.0584432322508,105.89537230248642
0.09,181.31856683278,167.45960926640973,93.0373892673782
0.092,174.47722005997767,183.42106009254988,116.64667725039772
0.094,184.93900829594597,179.45870000941454,95.07873482543376
0.096,194.11703839115188,174.93802402863312,91.6536581282224
0.098,178.10250785487722,173.5774055938628,101.24108050039179
0.1,186.88359181559716,166.814730168933,87.79323037950665
0.10200000000000001,197.67676905122076,159.53709791094337,109.87457124653736
0.10400000000000001,194.2552749386753,173.33470698425157,102.13077766225734
0.106,180.48746303039695,177.9688701854668,94.39310011988456
0.108,178.6202478286986,187.33158030220616,101.00582335586698
0.11,185.20849954427723,170.4071813283351,103.22585644337366
0.112,170.3131537670096,171.752223496942,98.64796768622224
0.114,195.1016207990383,171.27531629337713,102.36410290591947
0.116,186.87337908024685,174.5209952181884,97.59147800652839
0.11800000000000001,189.69725339604366,166.72477489568965,91.25697571241484
0.12,181.59726514287934,163.09763825599293,90.36252954031582
0.122,196.3828710063455,166.2965304988015,90.22256904783158
0.124,180.73439420137458,164.7482645681658,87.28426865479834
0.126,186.48823613847355,168.20328151977566,89.21411194676509
0.128,192.91290080584517,183.83678762479937,95.64959414647296
0.13,179.23423486222288,164.0219843288207,92.40252267149788
0.132,197.17110790397038,156.24998892598597,101.42538831988418
0.134,197.3728401955016,161.2573041573554,88.75296088823579
0.136,192.27660745810178,165.23378487577025,91.77932255746582
0.138,178.69606492604225,168.57053288758712,94.06818235888588
0.14,181.8871377573517,171.4502591328102,90.43047425174143
0.14200000000000002,182.71015200514208,162.76404712197103,94.8996035608228
0.14400000000000002,187.623033901772,157.05498054898072,96.20681513926365
0.146,176.27629046334758,161.27209975097048,94.91665343988753
0.148,184.35081812997242,156.72354045921907,93.2184675165285
0.15,185.87925631844135,173.0736622273916,87.9342712970224
0.152,192.15599262701684,175.55571327215284,89.25625287411914
0.154,186.0960676727639,168.97893895482795,98.69545254966955
0.156,169.04078440105124,159.2940287789929,95.16704281536137
0.158,180.53061447248953,162.4126091926966,97.13367363214056
0.16,187.25809223054804,156.46929190306298,99.75059520357989
0.162,180.85418107434643,163.21428084035725,78.92093331660783
0.164,182.8135292641487,158.8887538610458,109.23808554885952
0.166,191.18846943910015,170.5879727072758,89.49666948020757
0.168,180.60444606391655,164.91179970028165,94.00111006580924
0.17,196.00344896018441,162.14894872643416,90.97488772123485
0.17200000000000001,177.842539599853,167.09215694329674,105.36062777037958
0.17400000000000002,182.31671157137725,169.07328729266402,91.85328292467891
0.176,181.06442108384616,163.3565008340352,105.23872161260799
0.178,187.7821982209868,159.85016853278276,79.22124056707906
0.18,188.89183077187795,164.77924009879848,96.89001849335394
0.182,187.0047394603299,168.38183595787402,103.93185333166252
0.184,190.25409067529108,173.5684174403701,92.41882533596822
0.186,172.77215898541175,164.0950868469797,100.33033053586931
0.188,174.47552718649618,170.75506237556,90.2903816004997
0.19,190.17243469659059,162.30394482818443,90.18325557992614
0.192,189.12280097956312,191.43623664698865,102.490315673193
0.194,176.80907987668587,163.40996879880527,103.78033723282532
0.196,187.3818493491484,166.85197033223517,91.42796298463368
0.198,182.9613420103312,172.9451236613275,95.460396241521
0.2,188.70836001950576,164.2448513472079,88.71966186071786
0.202,192.36718458895535,172.20791096865193,101.638511249872
0.20400000000000001,192.90386294854076,169.35672764556492,90.43070573724589
0.20600000000000002,183.69593441964494,164.4757012615811,82.98632998321665
0.20800000000000002,197.72251255078518,167.46311627981893,95.73464611498453
0.21,194.6304937345236,165.5522316438754,98.27592870809563
0.212,184.28250013468346,161.93035046023124,79.10682766381117
0.214,196.77350014751443,174.75513643702806,88.65934760837919
0.216,178.62037593387922,167.90701255747595,83.67432333071963
0.218,181.3281456518285,163.77614187419178,76.33178461469967
0.22,184.59177860717188,155.19091697036868,90.1747384415314
0.222,185.14794178085643,172.51861388891467,84.63523799862442
0.224,202.38359133267602,176.27997104579845,80.80505206954878
0.226,198.1085041413532,152.53179834971687,84.25685590627097
0.228,170.98116669105832,161.07130384406884,91.21329676608359
0.23,180.00116580959178,171.96974634055138,77.91322832663126
0.232,176.1623286293642,173.23492008186858,89.21206088432669
0.234,189.59235078435069,185.68613186985698,93.79115365383376
0.23600000000000002,171.91148303144047,161.14216266537204,103.08613838588272
0.23800000000000002,185.64468352467026,156.9995748995498,105.74660800329221
0.24,176.48800627808933,166.88961517230928,92.72342632283576
0.242,186.44494733821628,161.88426775956336,92.27732847290017
0.244,189.50588285509718,173.13381376229927,110.41585446538176
0.246,200.66898366817082,170.88206171329423,99.9680732614418
0.248,192.5376094650243,174.0015161792653,95.64476592622964
0.25,181.31887347268804,166.56351924048246,83.79574987507772
0.252,187.07720722403982,169.325996477566,98.27853447859538
0.254,161.9836858883674,165.73749090141584,91.90646875407296
0.256,195.86965838412613,166.85197231551498,84.98051499308418
0.258,178.4415642731367,165.78111310551668,86.64215962547829
0.26,182.46894009046628,172.7697550238489,92.8090661726245
0.262,169.44016725725263,174.0895703012857,88.37455907088247
0.264,185.7585851162313,157.45031615540623,90.7082945347918
0.266,173.1048819988147,167.72247822342052,90.08360525170922
0.268,187.1824056151914,177.62200872521754,78.21224972870348
0.27,183.84399638756034,161.17208095155468,79.8931256120019
0.272,175.46645750390581,168.52482574012095,93.99031180732231
0.274,180.9411539139336,177.0200583530135,97.4689205014972
0.276,186.2583970457578,179.04994924953695,93.36060341255029
0.278,183.01799316691694,161.36968565445417,91.80857561659089
0.28,195.96401609697145,164.8711383651277,80.48934059325651
0.28200000000000003,177.3158876877066,167.45506027688432,94.40142623210087
0.28400000000000003,188.026155450907,168.23172531849812,97.23435669302006
0.28600000000000003,189.67511704693027,163.2381053703469,89.33662641549599
0.28800000000000003,192.22801966066487,181.79350012377031,87.82729743590872
0.29,184.56190757707822,158.18141138344953,88.38458965005881
0.292,204.3512227620442,179.9226664773621,91.90440993956094
0.294,183.07050003640828,168.00509834109226,89.21748317058841
0.296,177.5568379783312,164.70408714746787,94.77615483650534
0.298,173.2021713769936,163.3357999330379,76.61382325516306
0.3,175.9598869534762,164.5609370193801,80.85715935241137
0.302,187.45479457449693,172.59444866457508,94.39221090969514
0.304,183.13120053392095,175.1887812482221,90.20978723893981
0.306,183.51563663817322,163.33211583668123,95.12691121211728
0.308,189.8117940698479,151.8369078408095,91.78554745153362
0.31,189.55355415091864,175.17683847060474,97.61425031513123
0.312,195.01548928061766,158.9235482472863,84.65842235126304
0.314,179.5721570992544,168.4466275559878,85.61698405960453
0.316,188.34468192968106,170.06817384451844,89.20799167646894
0.318,183.47956230562707,173.02992609960413,89.63104652367201
0.32,177.65264984676588,185.2137269761624,90.83554049951017
0.322,199.4697067223097,163.92752568461813,87.58103964817056
0.324,192.18109355598463,174.63471945370415,80.32222134131271
0.326,183.17875130442852,162.7031325467054,93.47211640088668
0.328,169.45596137417988,168.11028063820643,84.81067619007732
0.33,184.91810286769203,175.27420807654858,75.40873378715209
0.332,179.12578732495044,178.38532888028638,95.28826467168977
0.334,197.05517001442394,171.14496330546714,88.89862841351504
0.336,177.69508556607647,163.32725353464815,83.69892229913559
0.338,196.8595557685553,163.8057452306392,84.37886502319867
0.34,167.0014319366863,166.02969621538364,97.96873513525547
0.342,186.10899235530633,169.36434886854525,82.9409212075254
0.34400000000000003,184.17082928571142,166.19303141478304,86.20333109961389
0.34600000000000003,173.559643430747,164.66239695063666,93.6685444871718
0.34800000000000003,172.4638996205951,161.16624541792308,88.68850617286236
0.35000000000000003,204.06536975145184,157.1370377078944,99.09992776123634
0.352,183.96352598248612,168.83817663464944,84.63113590827854
0.354,184.54458383504024,170.51933730455042,83.09870364548195
0.356,183.6089953175787,168.42050270434186,94.20981672428776
0.358,173.35249618176897,159.36453506071985,106.30433349817088
0.36,174.79924735917507,160.37549304802135,100.22331568093756
0.362,207.3501563932313,165.99542483630634,90.31303605755707
0.364,176.7723822480917,179.5120114214137,81.61492512703072
0.366,180.45056013916937,154.12936713760618,108.49244424145374
0.368,185.95683117755186,159.77768052649054,91.06934103181162
0.37,186.70701148413468,169.65118527736746,84.71080910496075
0.372,189.78751245001828,172.666136869928,80.15796527718197
0.374,185.3771753166968,155.3712245796391,80.66424997982516
0.376,166.30607411645846,174.76631768138105,71.79757635206414
0.378,180.22816879503392,169.81087292055446,85.2003958409547
0.38,180.06156403931007,158.7683463789306,84.05780637364307
0.382,183.19135426183652,164.6840447555937,79.83271646502533
0.384,180.76293630436646,152.39025523852297,87.96180907602971
0.386,187.29589067723492,158.0867188178332,88.10767222082497
0.388,184.4172342013467,157.52222899146568,97.27859507988897
0.39,186.73959083972028,160.78471234883187,87.86688021286155
0.392,187.9069982211602,157.52444234640234,86.19030304436896
0.394,184.99270789132964,151.35050550280943,87.26114805121134
0.396,166.82868115865506,155.29177002946747,90.46395920086584
0.398,193.09016854031637,152.70610958781873,83.18386153005304
0.4,183.08283758181403,176.54929633498438,84.15607332585189
0.402,176.29450774990718,170.3079736651897,79.66834171028701
0.404,180.4677745128374,179.5125537730245,96.884119684646
0.406,176.98500812729026,171.66871492867116,76.62449667213733
0.40800000000000003,185.92968055039893,159.44403728077293,86.1928264232067
0.41000000000000003,182.65344310983514,164.50075390617542,87.3237955320097
0.41200000000000003,187.96582786961082,171.99135588017919,80.26251353631909
0.41400000000000003,189.29254420578908,171.08568993162356,79.3991817892987
0.41600000000000004,185.2422727689182,159.73876290242737,91.00014374664067
0.418,176.61287763973385,161.14939345238585,91.19269866700971
0.42,190.20582590691387,164.19499999925947,95.11978342853865
0.422,179.53473025092984,169.20375554517767,83.4165328264581
0.424,189.23508611066026,156.30999189086447,81.69414425381541
0.426,181.4686312607922,163.7504202504385,80.74980657669498
0.428,183.09419052834886,154.42841815251472,89.97422883503019
0.43,175.00537198371345,164.2447891715431,82.03972611857886
0.432,182.6831567661376,171.85212249017724,85.77676468550419
0.434,179.85947460865142,163.7996938684412,82.99459464307817
0.436,174.4595329129047,167.19944966620537,88.36684154710537
0.438,170.13143899049234,164.55725234204823,84.51217590862854
0.44,183.99597958534085,166.11928487011014,82.6576247419697
0.442,179.1201424924216,164.10488613234924,81.58576708779242
0.444,194.0701607248284,155.09690856232226,102.28979656542822
0.446,183.576345515678,173.9001347268561,112.16569147321042
0.448,189.3761617653231,154.1993494880268,92.75117469036653
0.45,191.74839299256777,163.11140550425208,95.36647766340045
0.452,194.68431469842733,154.79982096369199,89.94697289220383
0.454,174.75171102404735,172.4086801741471,82.76939217578149
0.456,181.11381701968807,160.36921257277592,74.51905463323901
0.458,171.9202886544578,161.23229954993923,78.21472378333156
0.46,185.17076499865752,168.67395394933382,92.98195819451078
0.462,174.83222910786088,162.22900844210739,87.43425483992405
0.464,176.7931967833691,154.8979071087889,85.20281986739698
0.466,185.13574990587065,172.87845627048355,75.26344069039286
0.468,172.03806394309953,172.67631544816587,91.61665939698986
0.47000000000000003,195.8934760024484,170.02130190300014,69.28723688444197
0.47200000000000003,185.4881395464733,170.89329326686635,67.72838804516407
0.47400000000000003,195.44262411679188,155.13506895312884,75.4170884929645
0.47600000000000003,180.15023629586548,164.99510987441133,83.85335988230423
0.47800000000000004,175.93612983244782,162.78339001019233,82.12743844332321
0.48,182.1140706858987,171.65110250115617,79.40757532026947
0.482,185.3053211049823,163.43283470729835,79.54126805777976
0.484,186.21771817696003,168.16007359605644,88.10018379629287
0.486,174.21915709916294,162.89173386707606,91.40220299039969
0.488,190.97266551710672,177.3411275093848,85.23451028832638
0.49,166.80893848316782,155.07770351591756,67.98546168469025
0.492,187.82556398582147,163.56658068099256,83.04597405946761
0.494,184.67483310855633,169.86367901573539,87.98948807889234
0.496,188.52098559288316,166.89154913535353,73.94083694497692
0.498,177.69076209506935,158.06851108137175,76.72204168153648
0.5,191.67871763749636,163.32323542285548,64.61263211054718
0.502,198.9014204787106,164.05320495004852,88.55333964908638
0.504,184.6850523695305,173.961948439537,64.49658978926033
0.506,185.12865261051022,169.6573878899215,76.13275785025593
0.508,177.09794388483377,171.3847460719164,88.18765936378296
0.51,178.36224561556892,165.3560024898783,86.59168308008101
0.512,169.48040844101718,169.81486602745827,74.70497508315559
0.514,187.44014120590282,158.98622865867569,88.1045699107285
0.516,183.79611539056478,158.30433164389862,68.27214971649937
0.518,175.9820781338592,152.96838778034035,61.26677885485869
0.52,183.08407537241754,161.69723061565418,77.94590169231371
0.522,175.1098053700991,159.96313149787773,85.02422574616715
0.524,184.3490995685943,167.91626246730135,90.71313835628534
0.526,188.08548645911915,154.9390396441106,92.30353982029644
0.528,182.7966412612338,162.9770225519591,90.32520708424072
0.53,190.83200794645714,160.126026166133,87.63710232520332
0.532,174.47057295657635,148.15753343629467,108.79558626529709
0.534,187.80092208881618,156.75213171312157,64.87509298999457
0.536,189.441190774236,156.66749390202085,81.68650198292318
0.538,176.82330316202695,170.14907460800285,77.9898341789204
0.54,191.60719280791326,161.7113629637464,95.81006701454042
0.542,186.44963198899697,164.44162517482337,85.0781749097337
0.544,189.56354370116264,163.94266392992654,68.62228852478478
0.546,189.09729750640054,166.24367996795144,89.15396153586937
0.548,192.57072067121845,150.89049744772285,70.84681986746426
0.55,185.65065163050448,162.18336146880816,83.40625282297172
0.552,190.67482171491196,168.4912316341908,80.8954660702516
0.554,194.45064217100267,172.86599921651703,79.86217322855222
0.556,189.65288920746102,145.33263742031198,90.7709899746285
0.558,197.30391919998166,165.73774506587839,77.63176662080096
0.56,179.46210285181834,169.95615902326023,91.03386005554216
0.562,180.9985327474048,168.07908611103366,80.93574708510965
0.5640000000000001,177.11662135005548,162.4053335910457,82.31812232315531
0.5660000000000001,184.79088825913152,167.81948982586036,71.49783543769134
0.5680000000000001,193.41563301745322,151.10199222201578,82.39825366888466
0.5700000000000001,186.7205669006265,166.83169787291655,81.29180155927209
0.5720000000000001,178.7095064843476,163.23391605295703,75.02894447863999
0.5740000000000001,184.69277537346292,164.3410749117912,76.55587635141552
0.5760000000000001,191.10352635737917,168.96620228926545,86.83690666043412
0.578,185.35275706392784,162.59254176799288,88.68041173834801
0.58,189.17828150594886,154.09470237633548,91.2988843077792
0.582,186.23245323702375,173.19017718109356,77.82091321512902
0.584,197.30056848486785,160.88029476952252,74.7218772346936
0.586,195.29245346485035,164.72229580896922,84.84856068930141
0.588,195.9676950483366,170.95780317130163,83.8292957064563
0.59,182.79191938166852,161.15591216208006,72.42578402255403
0.592,173.19752845483308,171.88575505276796,76.07576738269346
0.594,170.66258376127175,160.90399669537103,80.84154915179782
0.596,175.51072363476908,185.5870272359598,74.2181642630884
0.598,186.43881527604742,166.29741143981053,88.18090175842717
0.6,184.82061514901764,155.84643062858368,79.35251533557354
0.602,185.65979910218155,162.1949182139244,65.20115293509721
0.604,176.54898763871276,172.33399989936615,84.26929270459561
0.606,183.08832059797825,166.24538066360262,79.36782378624163
0.608,188.227304235891,160.88169486695307,81.749885366287
0.61,187.93103094419945,161.0741524725249,66.95777956281108
0.612,188.27422874180996,169.87032739699868,70.43994347394612
0.614,188.40406233584036,163.04740107672384,78.17001751704211
0.616,158.18128632491135,156.0759531670771,76.36516939670011
0.618,193.05184070864442,166.4008893137423,69.3893146634342
0.62,173.54221257974098,165.36502345743085,82.78521978145916
0.622,178.58599437176233,172.1309680617155,73.83262118149318
0.624,187.56886847349878,159.02963307422877,91.5594031539887
0.626,174.80762035445724,166.70142427881942,82.25789286782211
0.628,184.02300556642223,168.6946485164644,81.71075262860083
0.63,201.27424443640095,166.4839505340305,80.05225438095678
0.632,191.63964863581558,168.70662121961468,84.12947406999426
0.634,183.80922428348705,157.4594337937863,77.43871989220044
0.636,181.89053011390993,153.8933722352525,87.09790934425517
0.638,189.61141333853075,167.85366899110693,77.45008586509483
0.64,189.79777491602536,170.94651370893763,83.88039466128178
0.642,175.68835735504706,155.52717096103765,66.52967648667864
0.644,186.97422064083523,168.5665657091359,88.85956275549063
0.646,185.5718842670841,161.12945685014074,80.2834326959617
0.648,183.48880046495748,166.68213396165808,83.35644612194127
0.65,182.2927424219253,173.95685330717646,83.52457611297729
0.652,186.7728154682201,161.15254082992823,74.96231571644026
0.654,179.46164148041728,165.29416678215205,70.45187787393361
0.656,198.93840003560248,172.5350766670622,80.84666289661854
0.658,171.33131383482552,171.1543372394381,91.37308814596254
0.66,176.4523466921333,161.11882766293485,76.57276915878941
0.662,181.0870455014166,166.83238791023834,84.34249483237397
0.664,173.0863009942983,159.74626156919905,71.58829579230428
0.666,192.94888173565403,153.86624393871952,72.42384689941304
0.668,187.63273404914756,165.86756014256923,82.60374115578614
0.67,172.8202739623201,163.27380991330125,77.31430044820978
0.672,180.25018019680795,165.24056069907255,83.62749580290912
0.674,187.66678833237657,180.596085621772,75.65663855582376
0.676,180.45813179169318,166.37791012072896,84.13484458455808
0.678,191.61664193746805,161.75201725915463,81.74280022033581
0.68,191.2989023658907,157.16892682078148,69.47665570629594
0.682,183.4981480043618,167.2467906112782,75.56929982948488
0.684,181.06758814085833,167.54715830086343,80.27987843098569
0.686,177.47794137609353,173.5140459465712,81.54417619438621
0.6880000000000001,181.08384109412754,167.74337549704393,85.49012391440328
0.6900000000000001,178.41743830142585,168.4115995831617,76.63997110576517
0.6920000000000001,178.86490951031584,162.9083302907207,87.3703043114558
0.6940000000000001,179.2664614431368,157.36754629447228,74.30869691847673
0.6960000000000001,175.03991751975656,169.18442144333076,65.88579470147435
0.6980000000000001,186.52683982657314,161.52106924315027,68.84128467012344
0.7000000000000001,174.16396277052064,156.6044588519361,69.11339267015657
0.7020000000000001,177.80583283181565,162.19886473619619,71.66839048021208
0.704,176.87282925236616,168.33541384654754,85.22404307830371
0.706,187.73880356031242,163.92464356146928,71.77563718326142
0.708,193.3635968132571,157.9593791213136,70.32091327131015
0.71,191.92546466936923,165.47521696600765,80.0905082810043
0.712,169.39944498524915,173.17728457968883,75.2918005485974
0.714,187.1106279803101,176.7874646395485,67.74202901907854
0.716,161.65962730443326,153.52901436200634,86.67740718490386
0.718,185.12339685864455,164.65210994324292,71.2752944440646
0.72,180.63647102401845,160.84626901967684,75.59660132197824
0.722,188.74982111158167,156.0720374452202,82.89910209189611
0.724,165.25015281509906,149.02970245057787,72.97288470402988
0.726,190.19758438446274,164.33765758335272,85.3454629617926
0.728,175.0508753008205,178.97990192764635,77.29145792430381
0.73,175.59428816484686,167.67360851164204,83.9268474766519
0.732,187.81345964197615,165.95726480540475,73.5106151054766
0.734,187.25768254607107,160.4788581932742,80.66600960154727
0.736,197.77100732377448,157.4565105559401,88.50923534408348
0.738,171.80729341057884,166.14166116334866,71.55809391869059
0.74,172.6865576089359,170.24887796460445,70.94213721250887
0.742,186.36602555145504,169.9141814191741,62.21323498120023
0.744,181.22378396457756,187.29033424060782,82.96167796774057
0.746,183.38705720666357,166.67817536660982,82.88335562604168
0.748,178.70355635162866,162.91159872308188,64.59604025289525
0.75,193.2758359401523,158.68145729267786,71.52685314362374
0.752,175.180991328853,161.3085657231541,73.62613657908096
0.754,179.74813987795304,158.96345799676004,78.09795869778807
0.756,185.27978107177793,166.57010960807375,69.2832642144116
0.758,191.77500702963258,166.3469660783709,83.53802174380914
0.76,183.20204744239095,152.46742774290988,84.56619576421801
0.762,183.22649579015703,158.7905847084544,70.31449683248124
0.764,188.4878012418973,148.46507743874952,63.77180363399054
0.766,184.307460760759,166.8460803787837,75.0428160111707
0.768,186.74375608500483,170.14869466825454,70.65270408678045
0.77,183.42785799411183,167.9256060162367,72.27485394038938
0.772,168.79627649387348,166.99375384057146,74.25937207181971
0.774,179.9832426934493,170.51278016874804,69.1258117058125
0.776,175.97913237041652,160.02628512767714,79.3831067047968
0.778,189.21635107601,169.41550537680538,68.95372086171291
0.78,183.28752122351452,159.48797820906168,84.3538542863918
0.782,189.33647689154915,154.34474936694033,76.73280790468448
0.784,173.48682598580953,172.2238985628036,71.28323105097637
0.786,195.19632478000506,156.81528893034994,68.80891212043191
0.788,182.74971086268323,176.1191962870191,73.40008606668489
0.79,197.9175550757147,166.16052657389457,78.81671962758828
0.792,178.26427446065983,160.52526861761146,79.98780811743096
0.794,185.91188580634145,153.3381600819379,79.16704680529249
0.796,187.16029227591775,153.9565767331106,66.7138323893075
0.798,188.90588012118,154.39277488730124,67.3284088399769
0.8,180.36079152998815,159.7595489035861,62.08186538336027
0.802,159.16546750402205,169.52790516643023,87.3701333358877
0.804,193.8047814370767,169.43045382643982,71.31684202568246
0.806,176.25098464704934,157.07391695077177,67.56664832974863
0.808,182.3506782433505,162.24304784037324,75.8152001877479
0.81,176.15975804063325,157.86027407289782,67.00153169659588
0.812,182.34744976188878,176.92642011417078,67.19991887810522
0.8140000000000001,175.6742174338418,169.61442041942655,74.28878590836442
0.8160000000000001,192.18354900778388,182.27861404450573,78.71105382005675
0.8180000000000001,191.8739968926034,168.86194091050285,74.24009945019904
0.8200000000000001,195.07458199125497,158.2366051081881,67.26432188926493
0.8220000000000001,179.7745715884088,157.93445473273025,66.81374208944922
0.8240000000000001,185.22997246702624,159.11232934256532,73.0511677998544
0.8260000000000001,173.3135740920362,167.7566743755797,71.25264143189679
0.8280000000000001,174.20006750563851,157.13724340846298,78.66219936282657
0.8300000000000001,181.04984336685771,170.63266211139458,75.67058614824828
0.8320000000000001,196.5338223007941,164.9652078585,65.28500197113107
0.834,189.79744257651376,158.9843401840866,69.2601528280944
0.836,176.59321352710177,165.12280564492693,61.34558295405716
0.838,198.73430603944973,157.5989057382744,76.72668356895502
0.84,182.4420899773535,168.4575485988571,74.74150664150798
0.842,186.69413888985207,156.00268135292384,68.10101555189713
0.844,178.8266231095451,169.52703925923603,72.75741916882882
0.846,174.32504023622784,162.20531017657348,81.59807652570528
0.848,195.5383106234783,168.22102093299472,61.11882371825489
0.85,186.22611696521162,162.57153225948838,66.86171928170678
0.852,182.94581031431122,169.6518820193644,85.678780158542
0.854,178.92851214637224,169.47608421715745,67.55857232082559
0.856,176.64451814383995,154.70941267008584,68.39638076057109
0.858,191.84014337069368,163.9319844521173,72.01108143971867
0.86,179.24916120984182,153.92224284952002,78.06029338761415
0.862,176.26637249199604,167.69406337336397,68.89187492477204
0.864,180.83215670922363,170.24133044729487,74.5024504930167
0.866,181.71299929219117,157.08896473714887,67.17467294134995
0.868,169.9527037832056,170.7053066650536,74.8171731491211
0.87,190.10161684315509,160.34209533568557,70.11040423146262
0.872,189.08429957795857,154.3791119767069,60.662703846659696
0.874,193.7860873801184,175.87137654025327,66.92237396120123
0.876,172.66761837190546,168.3243020570931,78.60705322135912
0.878,184.71750896294606,166.13323648550647,64.8815420104014
0.88,187.4026125560043,152.88417996628044,84.05776310240101
0.882,178.4163878488862,166.14028015437813,67.04921674677209
0.884,180.15884569483407,159.82599674681967,76.73776459494766
0.886,185.37550063258124,169.47921704219334,83.59946365483054
0.888,172.73410007901583,161.1343419310009,81.47374334348504
0.89,179.3834846008853,161.18929370775106,76.93913947333371
0.892,166.55508471580163,174.9671653819437,71.36519003581623
0.894,175.57530476341046,164.31891104623625,65.87333014506788
0.896,175.2579371415762,172.7075404180387,62.69996486420975
0.898,181.78817976812672,163.30823266187073,54.7532404940757
0.9,192.63931447505286,164.97589486226556,72.6009767400546
0.902,176.96829089944518,185.9764045486942,78.87182637162971
0.904,184.15855692975515,168.1465941447294,87.32849643760979
0.906,187.7325280851529,150.7487906112087,73.63318832592911
0.908,182.16300729963567,169.71130391569466,74.28854685592867
0.91,183.4676497901227,165.787596530188,65.99193754342905
0.912,179.30102843238512,168.21943784735166,74.03188763901143
0.914,185.46198239164403,170.0171641811862,86.38000007425396
0.916,185.5023038115003,169.22397930842143,76.84511942255351
0.918,189.28181770913076,145.10694320041756,87.29905040936315
0.92,178.11394875573356,160.40447797468676,74.71049436639122
0.922,187.91708508648136,169.58234109505165,71.93446493906741
0.924,183.27970060039527,165.76976977855162,66.34499516709647
0.926,170.7636545810098,174.57415320623048,62.274410383392876
0.928,167.59316688581072,157.70048370439062,69.93993397796349
0.93,180.88619420897885,162.04539994022898,74.55912703247918
0.932,175.18284170885244,154.5464072958865,78.94907186035142
0.934,192.47388174470603,165.89334952316946,78.34169956514224
0.936,183.33474928817947,174.43057525827993,71.03812855144515
0.9380000000000001,178.5108769250888,168.92601406013569,74.33321407387969
0.9400000000000001,176.68937131676898,154.18197599699295,67.66028914568842
0.9420000000000001,190.2868968151071,170.92376914628974,77.49160360231117
0.9440000000000001,180.01995302380666,143.3770761577053,75.9375571560809
0.9460000000000001,192.75478936787965,172.94406306955105,73.99954651909049
0.9480000000000001,185.18622521222065,154.63779406022144,66.52091612241286
0.9500000000000001,171.8419361696607,172.3606655886354,70.88357766354315
0.9520000000000001,203.34433188619934,167.27464283916044,71.80241554566709
0.9540000000000001,184.56321354173912,173.07087228850867,72.11968454083171
0.9560000000000001,188.82704312556075,151.3940019859293,61.34579494999597
0.9580000000000001,181.99419684898655,165.5429447924136,62.42218028112135
0.96,186.38361927541294,159.3302975755199,67.69022899974527
0.962,180.78346601756218,163.43019649425275,74.26928848496904
0.964,177.73714341845124,152.81134836223967,67.07893707155675
0.966,194.3346221711917,176.60664404863363,70.77803589997289
0.968,176.6136955267571,161.37275459388175,61.40615546317289
0.97,180.88852964000745,155.90199620284983,67.006504160163
0.972,182.44319452109445,161.59664101846045,74.7674120701454
